,10_1,11_1,12_1,13_1,14_1,15_1,16_1,17_1,18_1,19_1,1_1,20_1,21_1,22_1,23_1,24_1,25_1,26_1,27_1,28_1,29_1,2_1,30_1,31_1,32_1,33_1,34_1,35_1,36_1,37_1,38_1,39_1,3_1,40_1,41_1,42_1,43_1,44_1,45_1,46_1,47_1,48_1,49_1,4_1,50_1,51_1,52_1,53_1,54_1,55_1,56_1,57_1,58_1,59_1,5_1,60_1,61_1,62_1,63_1,64_1,65_1,66_1,67_1,68_1,69_1,6_1,70_1,71_1,72_1,73_1,74_1,75_1,76_1,7_1,8_1,9_1
0,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015
1,0.01657677082185779,0.003911056503216514,0.017629547796010267,0.0019621227042523233,0.010398449828290976,0.0059506852864707,0.011219362130896117,0.0019926680852634794,0.0015735063198974364,0.0019139391697379218,0.0008686850337490278,0.0038843779726658373,0.004532289775009839,0.008039085336732981,0.0024868073115596047,0.011892360372825934,0.003130155115003634,0.000804535660823943,0.017277791970967113,0.0038118719933947524,0.02260545962395619,0.004048246067000673,0.003248886019103062,0.0042772617396757045,0.007906472778699493,0.018617044204405502,0.004854600813059616,0.004374294696672858,0.011711896713579738,0.002070532738751624,0.004966813561257732,0.0037998377148068725,0.006761486061268464,0.010006952057369446,0.007445391550142404,0.000832195817238561,0.013239725692472459,0.005827985861014639,0.001715556161406569,0.0023858474433260915,0.017671444866664675,0.007684555892636489,0.0003342076857494774,0.0009126779469952794,0.010515000286372552,0.00978161058011098,0.0033688849877143955,0.006262063355629702,0.0006719878994220761,0.0028515733474544333,0.003850906513280855,0.004236846523494604,0.003044811276175209,0.012798354285456476,0.0009715398583864522,0.025062542224932483,0.001242076763925496,0.0010076502506509246,0.005078564131633349,0.011946230758157466,0.0017592707745255995,0.003997828846318747,0.0013684763674222855,0.006000490627282382,0.001045133961241933,0.002393194832328011,0.00948011491681476,0.0011379588428671215,0.007965058361509153,0.0007854110373626493,0.0019203779913246264,0.004253190924126509,0.00084454015572247,0.004305066775902695,0.004852719775419756,0.006529728594313833
2,0.013900854701177186,0.0013574764167213502,0.0014736348538032203,0.021164053892056594,0.0035466635765147017,0.010641210641245829,0.003969458110830885,0.016978897915684528,6.922916103521957e-05,0.0007811288305245466,0.0002817928950966128,0.0007923520468777467,0.06895535206122527,0.010914165299599246,0.000667634311137013,0.0029635585534038725,0.005938309593099355,0.00025111099720008273,0.00859647315315449,0.004972534384703306,0.021832863518441492,0.0005370376116981198,0.038458865545727666,0.002239430089071283,0.0130564554240033,0.02396393341579794,0.005197565794997228,0.00031914740138566606,0.010443529228895765,0.0007675909749150267,0.004305696651765886,0.0008776863230166183,0.0018859673805019144,0.008850090336342386,0.021817545176615057,8.94714511775718e-05,0.03268822617558689,0.0019450019013984275,0.00931310431547934,0.0023621371859781958,0.018125945468733383,0.034378552727443216,9.833190045426026e-05,0.00026258382455678926,0.014512559315745351,0.003648464139645798,0.004514803987274894,0.0007599854600444957,0.000212644744243207,0.0005920308265794588,0.0009021591183043055,0.0035924890733893943,0.015492934770990386,0.0011552482227217776,0.00032777815241989813,0.0005625776130001598,0.004257446903777061,0.00042040799628152394,0.00032943667496824976,0.0004447246222730818,0.001105741774643618,0.0015693368070320045,0.0003665975579548514,0.001274108912353025,0.0002214027878814531,0.00036779642893087876,0.0180924081821401,0.0014367536223485549,0.0015303615271457414,0.00011878509208544362,0.00034198702742224723,0.0019920432604621893,0.0008616466657341681,0.0018097042478700403,0.0017565912504119779,0.0065703098110788515
3,0.01687469703331401,0.0015943764489491973,0.0012774520660208152,0.01127864398374964,0.003466484403031313,0.001150025696102522,0.0010448520919727848,0.0048060199166101904,0.00018176218755239907,0.0008924742457632365,0.00031344735312808326,0.0009866492890064345,0.03671330550427442,0.035926463123540094,0.0006561067468340271,0.0058880857948232284,0.00507996380704804,0.0003029080689687741,0.012696616937707003,0.004865452873753832,0.08877017941071215,0.0005618237083700713,0.010216916878929855,0.0026921348299819964,0.03374177827667458,0.02838328672308666,0.0018157533187596923,0.00033380110545029097,0.012556069456842997,0.0008834916319437523,0.0053311315671033125,0.0010659359389693643,0.0019091232184955495,0.010049596759738271,0.00322469575625556,0.0003893928357589552,0.009342358593144617,0.0017788953353677724,0.00793859551374199,0.002423496604972927,0.002059904849630032,0.001964114934541038,0.0024037667524781734,0.0003055774791808331,0.02202940783634845,0.03312082038705443,0.0021743786725715183,0.0008982837392356467,0.0001929956677479879,0.00037964533061905624,0.0011524710119233089,0.0068477738733483335,0.012130314388995674,0.0032388928014460763,0.00036862825808007995,0.0012150784725727694,0.006693974094600419,0.0029968893433149502,0.0005173720519597778,0.00043702621077526944,0.0027048236108537837,0.001615827132319436,0.0018892843912315502,0.0017487345113807369,0.00028941101547642185,0.00036689776323317277,0.010294907672407675,0.0018045595057429044,0.00429037258197522,0.00018118123367021137,0.00039071729415291194,0.011570221583617715,0.0010797611230652757,0.002360700644728857,0.0016708593907884394,0.0023118758530499784
4,0.018177304005285704,0.001710681121435879,0.0016366298495304528,0.00790895229806489,0.003985507305013955,0.0016154055483193761,0.0007598920201940358,0.002298217942134626,0.00031517667293343,0.0011669303511849284,0.00043524267234325065,0.0013118802498825986,0.013027967408376242,0.015171854512012655,0.0007735621663426243,0.006077201115667667,0.003452172083903572,0.00036881199963887084,0.01304693235521096,0.006124698009996444,0.0497070972000972,0.0006698901557570435,0.01588839787103945,0.00310808299238944,0.0059078718095518234,0.034381953723471116,0.004777494078545786,0.0003872538398826161,0.015310419097151787,0.0010645538636742688,0.007030839818245916,0.001778877278210152,0.0021918548278990206,0.011503821683503768,0.009000331086938068,0.00020872645432351022,0.02002197781973205,0.0017958527166631207,0.010480070517122048,0.0022077650984291923,0.002053684481939901,0.01697155677894624,0.00016610594233256796,0.0004467072465735047,0.025962809829535017,0.004202941163578642,0.0026037981568416413,0.001029703645842301,0.00024190706280553906,0.0005041780262307602,0.0012673958370508593,0.0019405797352417189,0.016297652649177267,0.0073877989845009635,0.00047839352308710805,0.0014386523901901225,0.006852488163427728,0.0015420245682947142,0.000610790115736922,0.0005836147922919231,0.0021615022591959655,0.0018607029838776934,0.0018631272477377372,0.001783743648861119,0.0003316271697692613,0.0004487915826308668,0.019424983533244566,0.002001594241867738,0.005842113646951011,0.00015600371851243376,0.0004744644028438729,0.0012792936015900316,0.001215185607856089,0.00251440017252967,0.0022859700006319307,0.0025954974645612584
5,0.01667193789417665,0.0015871455394476034,0.002349774312671557,0.004711461370369242,0.0036543593374754415,0.001367186260903547,0.000793525548660417,0.0014113895372178595,0.00027582430600805443,0.0007669023559688108,0.00037064530300764617,0.0012244852427699224,0.00814299393048161,0.012199699287810601,0.0010115118252884518,0.0024164239414157917,0.002796263253812088,0.00033320114198223503,0.012872334685834484,0.005126516951164134,0.05343126934246842,0.0006226876676174927,0.01646094821530794,0.002917565642597781,0.007590297172036323,0.034759481985971306,0.0059674388748501075,0.0003664739101531448,0.014885932399071431,0.0010046035183702564,0.00652644849474366,0.0016611001157206472,0.002032767511453457,0.011220336437732119,0.006776094061400056,0.000223422110620496,0.011953402223987206,0.0016811161441602175,0.010544768416830321,0.001795443546295416,0.0021175412453584798,0.01378692077472351,0.0001527572735304992,0.0003668739732452372,0.023533546995909708,0.0036692172782808955,0.0023938868549724162,0.00432883353125637,0.00023061134665179484,0.0006618934374964949,0.002436667363401249,0.0010805240730764657,0.015728962443834166,0.013362011303587893,0.0004209634775047137,0.0018128448804942373,0.007911422570124144,0.0002448978707656304,0.0010456667775899425,0.0017857657581835074,0.0015131379325636274,0.001742276892999353,0.0019023024664738242,0.0011070265455122724,0.0004137607708719461,0.000421168494856491,0.017864388669499943,0.001694535005462057,0.00741106348997517,0.0001525107528526512,0.0004462911053892334,0.0010986663668646067,0.0010574388030310927,0.002520135984234911,0.0018179576903815757,0.0024344679217456543
6,0.016561037065557293,0.0015022669582535808,0.0021477432379857333,0.005858767073736916,0.0033942907752183117,0.0012536248110619345,0.0007530551916628378,0.0012496483427140216,0.0002585795391656616,0.0007192081185471218,0.0003497120963565348,0.0011560415359689086,0.01249303545709495,0.014985248976424389,0.0009705309916400561,0.0024027063956899197,0.0029956836942049625,0.00032010298342917924,0.012303520198322216,0.005621099716187921,0.05059987469884255,0.0005869845895581157,0.014207439586988446,0.0028504045378761156,0.0045074682650337455,0.033001367214249164,0.004851807410705646,0.0003337262488453756,0.015049559749698734,0.0009130973244978408,0.007364843827069003,0.0009444201388160433,0.0019062495947509519,0.01002510532531164,0.005896575640024881,0.00019213436519109527,0.00899043120199356,0.001465528339943337,0.010111419439381335,0.0020922592825521717,0.0018671528728577043,0.01231555471525205,0.00014672120328832383,0.00034300121322180166,0.025743420040178138,0.0032836616238374307,0.002214952305693167,0.00365423343785864,0.0002249905058049586,0.0006111569196909215,0.0011974427306592416,0.0017651346120999129,0.015340217577312977,0.01069909478009916,0.0003971049106360215,0.0016431942307330897,0.006883130699039238,0.0013806504096136793,0.0005210744791426483,0.0005143299611726917,0.0020970903671811624,0.001534229260504871,0.001588476362292847,0.0015269538669897015,0.00029295878538464963,0.00039183263205860017,0.016469232963970976,0.001577110455727924,0.0034212712194990683,0.00016108734006016872,0.0004476147692392341,0.0032354274157808238,0.0005209855722073943,0.002414327887301138,0.001841236411660901,0.0022437604815417076
7,0.01698489596825131,0.0014228395603493177,0.0019292684418821537,0.006677315682107289,0.0031636332714424092,0.0011323450514505876,0.0005733828605719526,0.000966913783420991,0.0002614653331292671,0.0006832271647729145,0.0003281074837830122,0.0010849166774135627,0.0163262699568449,0.010150051386063615,0.0009084323995385825,0.002746302415044242,0.003295457946636332,0.0003519784635447289,0.011552425926737863,0.004607043565054655,0.04795745952243558,0.0005433212761276029,0.01419862833119061,0.0026979385056482164,0.004834703196135389,0.031603395344324756,0.004785224805472393,0.0003067402771574575,0.014497442786522957,0.0008676329698442414,0.007275434696172191,0.0009001126812999104,0.001775041591040564,0.00962975325878193,0.00585447085258985,0.0001804318586514757,0.01787825009504657,0.0015913096091155672,0.01055961496135311,0.001589245877973708,0.0014017467581389912,0.012088281380964095,0.0001341229450950099,0.0003105054936657835,0.021389365253306907,0.0030800535567501405,0.0020548135072390858,0.0008239173183515683,0.00020899553499914087,0.00038984839049523547,0.001962443075388296,0.0012631348899754633,0.014999073549971507,0.008633623791303197,0.00037242762823537533,0.001055943222284524,0.006414990131640882,0.00023255765747360373,0.0013418168338531955,0.0015552271970238692,0.0017210579750625437,0.0014198821721838277,0.0015779855256420332,0.000920627693922414,0.00037016661800407495,0.00036832473341888634,0.016167997031726854,0.0015708837431282845,0.0035491664271656816,0.00015198902978008196,0.00042378542329557853,0.001891365189342625,0.0005931710494913852,0.0019324550746842662,0.0016915125493166493,0.002054220031531094
8,0.01612117792157573,0.0014058471907560535,0.0017404515278740317,0.006527953672762166,0.0028441392223494057,0.001191873794029647,0.0005375792282492935,0.0008163108264824444,0.0002499094864211274,0.000617701616230729,0.0003034704188077887,0.0010205560998632905,0.013219521049167795,0.006347256513379718,0.0008250365267774121,0.0019053733191188127,0.0027640456658987807,0.0002833747202158585,0.01083835161223988,0.0040867242989718324,0.05530971831119727,0.0004960262321429318,0.014319887074511041,0.002462770217742119,0.0049787620993847,0.028459628588196596,0.005377288116829215,0.00028174561920523463,0.013044974143870734,0.0007858785439187178,0.006784544240542425,0.000816325898558333,0.0016143092317324897,0.00884088067954156,0.003003972439218352,0.0001605380859405371,0.01118421702947035,0.0014831271169063436,0.007492594857928939,0.0014586320580131486,0.0015154114699105353,0.00300041949717551,0.0007119122937517948,0.00032409979218028903,0.019087758758969446,0.013505901914629937,0.0017885802517806858,0.0025133385798156204,0.0001929042030692706,0.0005170828154127006,0.0016311745239957123,0.000818065142307171,0.012357656978537693,0.010535162035607414,0.00034282147437150257,0.0013228170957134567,0.004972795234803657,0.0001980522773373448,0.0010560275636726853,0.0014913623247149604,0.0015314482005928914,0.0013109554055384623,0.001403526678184002,0.0009128728484904015,0.0003340656886362383,0.0003354465994422864,0.013553889563235286,0.0013859777745989603,0.0034185265315954624,0.00013822291304154885,0.0003835727484311341,0.0015152171265213215,0.0004409971311085374,0.0018256180749959823,0.0015954534021947187,0.0018653297993806912
9,0.01565342028999599,0.0013381844117790007,0.0017604095718124486,0.006831053929411672,0.0028849109733535645,0.002232513300749328,0.0005109604444753903,0.00091996761064289,0.0002669647884971999,0.0006385303208484724,0.0003085242418931829,0.0010464943220053781,0.01457459503862407,0.006475057198028585,0.0008515737286580005,0.002570305503264904,0.0026872269328626673,0.0003416536637692818,0.01029044702615937,0.004102888843834738,0.04399779625388382,0.0005030335468856151,0.014338153689840042,0.0024840842819964537,0.004962933288475836,0.03059238247049564,0.004781894427444936,0.0002891188411992316,0.013552714419561782,0.0008214588523346681,0.0071972357555394615,0.0007867702192426294,0.0016502824821191494,0.009116595254141746,0.003575182486878555,0.00017656767695832173,0.018236253377702443,0.0013641456682678234,0.007748219563372693,0.0015080109828184251,0.0012669155577315308,0.013030077957355958,0.00012875587101283503,0.00031625390123984947,0.021289937159518477,0.0027108662858807467,0.001898699011799846,0.0008318246887032795,0.00019880853124304968,0.0003966316831460556,0.0012622316493225345,0.0011427387293151243,0.012969135835780018,0.007538865149413481,0.0003543772729591783,0.0010273251511709618,0.0042278103650533775,0.00022386036625441792,0.001187854767440675,0.001328306672369804,0.0016364223076882828,0.0013414902176673367,0.0014423296373373329,0.0008697532923538927,0.00034481278361983455,0.0003419841921044263,0.01496387603554242,0.0014390965763574806,0.003347061220942993,0.0001404102142585149,0.0003890752858043321,0.001803438450767365,0.00048515671774445777,0.002202773169746475,0.001503190787287622,0.0018686072912022062
